LITTLE      BIG             SYMBOLICNAME
89080028 28000889 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY1
8a080028 2800088a = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY1_END
8b080028 2800088b = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY1_MIDDLE
8c080028 2800088c = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY1_START
8d080028 2800088d = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY2
8e080028 2800088e = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY2_END
8f080028 2800088f = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY2_MIDDLE
90080028 28000890 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY2_START
91080028 28000891 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY3
92080028 28000892 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY3_END
93080028 28000893 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY3_MIDDLE
94080028 28000894 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY3_START
95080028 28000895 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY4
96080028 28000896 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY4_END
97080028 28000897 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY4_MIDDLE
98080028 28000898 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY4_START
99080028 28000899 = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY5
9a080028 2800089a = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY5_END
9b080028 2800089b = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY5_MIDDLE
9c080028 2800089c = FX_VIRUSCAST_SPLIT_REMOTEPROXY_REMOTEPROXY5_START
9d080028 2800089d = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA1
9e080028 2800089e = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA1_END
9f080028 2800089f = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA1_MIDDLE
a0080028 280008a0 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA1_START
a1080028 280008a1 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA2
a2080028 280008a2 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA2_END
a3080028 280008a3 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA2_MIDDLE
a4080028 280008a4 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA2_START
a5080028 280008a5 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA3
a6080028 280008a6 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA3_END
a7080028 280008a7 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA3_MIDDLE
a8080028 280008a8 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA3_START
a9080028 280008a9 = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA4
aa080028 280008aa = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA4_END
ab080028 280008ab = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA4_MIDDLE
ac080028 280008ac = FX_VIRUSCAST_SPLIT_REPAIRSIMULACRA_REPAIRSIMULACRA4_START
ad080028 280008ad = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST1
ae080028 280008ae = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST1_END
af080028 280008af = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST1_MIDDLE
b0080028 280008b0 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST1_START
b1080028 280008b1 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST2
b2080028 280008b2 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST2_END
b3080028 280008b3 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST2_MIDDLE
b4080028 280008b4 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST2_START
b5080028 280008b5 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST3
b6080028 280008b6 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST3_END
b7080028 280008b7 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST3_MIDDLE
b8080028 280008b8 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST3_START
b9080028 280008b9 = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST4
ba080028 280008ba = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST4_END
bb080028 280008bb = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST4_MIDDLE
bc080028 280008bc = FX_VIRUSCAST_SPLIT_STATICBLAST_STATICBLAST4_START
c1080028 280008c1 = FX_VIRUSCAST_SPLIT_STUNPULSE_STUNPULSE
c2080028 280008c2 = FX_VIRUSCAST_SPLIT_STUNPULSE_STUNPULSE_END
c3080028 280008c3 = FX_VIRUSCAST_SPLIT_STUNPULSE_STUNPULSE_MIDDLE
c4080028 280008c4 = FX_VIRUSCAST_SPLIT_STUNPULSE_STUNPULSE_START
c5080028 280008c5 = FX_VIRUSCAST_SPLIT_TINKERING_TINKERING
c6080028 280008c6 = FX_VIRUSCAST_SPLIT_TINKERING_TINKERING_END
c7080028 280008c7 = FX_VIRUSCAST_SPLIT_TINKERING_TINKERING_MIDDLE
c8080028 280008c8 = FX_VIRUSCAST_SPLIT_TINKERING_TINKERING_START
c9080028 280008c9 = FX_VIRUSCAST_SPLIT_ENRAGE_ENRAGE1
ca080028 280008ca = FX_VIRUSCAST_SPLIT_ENRAGE_ENRAGE2
cb080028 280008cb = FX_VIRUSCAST_SPLIT_ENRAGE_ENRAGE3
cd080028 280008cd = FX_VIRUSCAST_SPLIT_INTENSE_ATTACK_INTENSE_ATTACK
ce080028 280008ce = FX_VIRUSCAST_SPLIT_INTENSE_ATTACK_INTENSE_ATTACK_END
cf080028 280008cf = FX_VIRUSCAST_SPLIT_INTENSE_ATTACK_INTENSE_ATTACK_MIDDLE
d0080028 280008d0 = FX_VIRUSCAST_SPLIT_INTENSE_ATTACK_INTENSE_ATTACK_START
d1080028 280008d1 = FX_CHARACTER_SERENE_CALM
f4080028 280008f4 = FX_VIRUSCAST_SPLIT_BUFFER_OVERFLOW_BUFFEROVERFLOW1
f5080028 280008f5 = FX_VIRUSCAST_SPLIT_BUFFER_OVERFLOW_BUFFEROVERFLOW2
f6080028 280008f6 = FX_VIRUSCAST_SPLIT_BUFFER_OVERFLOW_BUFFEROVERFLOW3
f8080028 280008f8 = FX_VIRUSCAST_SPLIT_CONFUSE_CONFUSE
f9080028 280008f9 = FX_VIRUSCAST_SPLIT_FIREWALL_FIREWALL1
fa080028 280008fa = FX_VIRUSCAST_SPLIT_FIREWALL_FIREWALL2
fb080028 280008fb = FX_VIRUSCAST_SPLIT_FIREWALL_FIREWALL3
04090028 28000904 = FX_VIRUSCAST_SPLIT_STUN_STUN1
05090028 28000905 = FX_VIRUSCAST_SPLIT_STUN_STUN1_END
06090028 28000906 = FX_VIRUSCAST_SPLIT_STUN_STUN1_MIDDLE
07090028 28000907 = FX_VIRUSCAST_SPLIT_STUN_STUN1_START
08090028 28000908 = FX_VIRUSCAST_SPLIT_STUN_STUN2
09090028 28000909 = FX_VIRUSCAST_SPLIT_STUN_STUN2_END
0a090028 2800090a = FX_VIRUSCAST_SPLIT_STUN_STUN2_MIDDLE
0b090028 2800090b = FX_VIRUSCAST_SPLIT_STUN_STUN2_START
21090028 28000921 = FX_ROBOT_EYEGLOW_ROBOT_EYEGLOW
25090028 28000925 = FX_VIRUSCAST_SPLIT_GROUP_HEAL_GROUPHEAL1_END
26090028 28000926 = FX_VIRUSCAST_SPLIT_GROUP_HEAL_GROUPHEAL1_MIDDLE
27090028 28000927 = FX_VIRUSCAST_SPLIT_GROUP_HEAL_GROUPHEAL1_START
28090028 28000928 = FX_VIRUSCAST_SPLIT_GROUP_HEAL_GROUPHEAL1
29090028 28000929 = FX_VIRUSCAST_SPLIT_PATCHER_PATCHER_END
2a090028 2800092a = FX_VIRUSCAST_SPLIT_PATCHER_PATCHER_MIDDLE
2b090028 2800092b = FX_VIRUSCAST_SPLIT_PATCHER_PATCHER_START
2c090028 2800092c = FX_VIRUSCAST_SPLIT_PATCHER_PATCHER
2d090028 2800092d = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS1_END
2e090028 2800092e = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS1_MIDDLE
2f090028 2800092f = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS1_START
30090028 28000930 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS1
31090028 28000931 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS2_END
32090028 28000932 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS2_MIDDLE
33090028 28000933 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS2_START
34090028 28000934 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS2
35090028 28000935 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS3_END
36090028 28000936 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS3_MIDDLE
37090028 28000937 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS3_START
38090028 28000938 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS3
39090028 28000939 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS4_END
3a090028 2800093a = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS4_MIDDLE
3b090028 2800093b = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS4_START
3c090028 2800093c = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS4
3d090028 2800093d = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS5_END
3e090028 2800093e = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS5_MIDDLE
3f090028 2800093f = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS5_START
40090028 28000940 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS5
41090028 28000941 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS6_END
42090028 28000942 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS6_MIDDLE
43090028 28000943 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS6_START
44090028 28000944 = FX_VIRUSCAST_SPLIT_GROUP_REPAIRS_GROUPREPAIRS6
17000060 60000017 = FX_CHARACTER_TEXT_XP
45090028 28000945 = FX_VIRUSCAST_SPLIT_PROXYMASTER_PROXYMASTER_END
46090028 28000946 = FX_VIRUSCAST_SPLIT_PROXYMASTER_PROXYMASTER_MIDDLE
47090028 28000947 = FX_VIRUSCAST_SPLIT_PROXYMASTER_PROXYMASTER_START
48090028 28000948 = FX_VIRUSCAST_SPLIT_PROXYMASTER_PROXYMASTER
49090028 28000949 = FX_VIRUSCAST_SPLIT_PHYSICIAN_PHYSICIAN_END
4a090028 2800094a = FX_VIRUSCAST_SPLIT_PHYSICIAN_PHYSICIAN_MIDDLE
4b090028 2800094b = FX_VIRUSCAST_SPLIT_PHYSICIAN_PHYSICIAN_START
4c090028 2800094c = FX_VIRUSCAST_SPLIT_PHYSICIAN_PHYSICIAN
4d090028 2800094d = FX_VIRUSCAST_SPLIT_STATIC_FIELD_STATICFIELD1_END
4e090028 2800094e = FX_VIRUSCAST_SPLIT_STATIC_FIELD_STATICFIELD1_MIDDLE
4f090028 2800094f = FX_VIRUSCAST_SPLIT_STATIC_FIELD_STATICFIELD1_START
50090028 28000950 = FX_VIRUSCAST_SPLIT_STATIC_FIELD_STATICFIELD1
56090028 28000956 = FX_VIRUSCAST_SPLIT_STOPPROXY_STOPPROXY1_END
57090028 28000957 = FX_VIRUSCAST_SPLIT_STOPPROXY_STOPPROXY1_MIDDLE
58090028 28000958 = FX_VIRUSCAST_SPLIT_STOPPROXY_STOPPROXY1_START
59090028 28000959 = FX_VIRUSCAST_SPLIT_STOPPROXY_STOPPROXY1
5a090028 2800095a = FX_VIRUSCAST_SPLIT_QUICKCODE_QUICKCODE_END
5b090028 2800095b = FX_VIRUSCAST_SPLIT_QUICKCODE_QUICKCODE_MIDDLE
5c090028 2800095c = FX_VIRUSCAST_SPLIT_QUICKCODE_QUICKCODE_START
5d090028 2800095d = FX_VIRUSCAST_SPLIT_QUICKCODE_QUICKCODE
5e090028 2800095e = FX_VIRUSCAST_SPLIT_FIXSIMULACRA_FIXSIMULACRA_END
5f090028 2800095f = FX_VIRUSCAST_SPLIT_FIXSIMULACRA_FIXSIMULACRA_MIDDLE
60090028 28000960 = FX_VIRUSCAST_SPLIT_FIXSIMULACRA_FIXSIMULACRA_START
61090028 28000961 = FX_VIRUSCAST_SPLIT_FIXSIMULACRA_FIXSIMULACRA
62090028 28000962 = FX_VIRUSCAST_SPLIT_EXTREME_HEALING_EXTREMEHEALING_END
63090028 28000963 = FX_VIRUSCAST_SPLIT_EXTREME_HEALING_EXTREMEHEALING_MIDDLE
64090028 28000964 = FX_VIRUSCAST_SPLIT_EXTREME_HEALING_EXTREMEHEALING_START
65090028 28000965 = FX_VIRUSCAST_SPLIT_EXTREME_HEALING_EXTREMEHEALING
67090028 28000967 = FX_VIRUSCAST_SPLIT_FORCE_ENHANCER_FORCEENHANCER_END
68090028 28000968 = FX_VIRUSCAST_SPLIT_FORCE_ENHANCER_FORCEENHANCER_MIDDLE
69090028 28000969 = FX_VIRUSCAST_SPLIT_FORCE_ENHANCER_FORCEENHANCER_START
6a090028 2800096a = FX_VIRUSCAST_SPLIT_FORCE_ENHANCER_FORCEENHANCER
74090028 28000974 = FX_VIRUSCAST_SPLIT_ENGAGEFOES_ENGAGEFOES_END
75090028 28000975 = FX_VIRUSCAST_SPLIT_ENGAGEFOES_ENGAGEFOES_MIDDLE
76090028 28000976 = FX_VIRUSCAST_SPLIT_ENGAGEFOES_ENGAGEFOES_START
77090028 28000977 = FX_VIRUSCAST_SPLIT_ENGAGEFOES_ENGAGEFOES
78090028 28000978 = FX_VIRUSCAST_SPLIT_ENRAGE_FOES_ENRAGE_FOES_END
7a090028 2800097a = FX_VIRUSCAST_SPLIT_ENRAGE_FOES_ENRAGE_FOES_MIDDLE
7b090028 2800097b = FX_VIRUSCAST_SPLIT_ENRAGE_FOES_ENRAGE_FOES_START
7c090028 2800097c = FX_VIRUSCAST_SPLIT_ENRAGE_FOES_ENRAGE_FOES
7e090028 2800097e = FX_CHARACTER_THROAT_CUTTING_ATTACK
81090028 28000981 = FX_VIRUSCAST_SPLIT_PANICKED_HEAL_PANICKEDHEAL_END
82090028 28000982 = FX_VIRUSCAST_SPLIT_PANICKED_HEAL_PANICKEDHEAL_MIDDLE
83090028 28000983 = FX_VIRUSCAST_SPLIT_PANICKED_HEAL_PANICKEDHEAL_START
84090028 28000984 = FX_VIRUSCAST_SPLIT_PANICKED_HEAL_PANICKEDHEAL
85090028 28000985 = FX_VIRUSCAST_SPLIT_UPGRADE_ARTIST_UPGRADE_ARTIST_END
86090028 28000986 = FX_VIRUSCAST_SPLIT_UPGRADE_ARTIST_UPGRADE_ARTIST_MIDDLE
87090028 28000987 = FX_VIRUSCAST_SPLIT_UPGRADE_ARTIST_UPGRADE_ARTIST_START
88090028 28000988 = FX_VIRUSCAST_SPLIT_UPGRADE_ARTIST_UPGRADE_ARTIST
89090028 28000989 = FX_VIRUSCAST_SPLIT_COMBAT_ENHANCEMENTS_COMBATENHANCEMENTS_LEFTHAND
8a090028 2800098a = FX_VIRUSCAST_SPLIT_COMBAT_ENHANCEMENTS_COMBATENHANCEMENTS_RIGHTHAND
91090028 28000991 = FX_VIRUSCAST_SPLIT_AVOIDANCE_AVOIDANCE_END
92090028 28000992 = FX_VIRUSCAST_SPLIT_AVOIDANCE_AVOIDANCE_MIDDLE
93090028 28000993 = FX_VIRUSCAST_SPLIT_AVOIDANCE_AVOIDANCE_START
94090028 28000994 = FX_VIRUSCAST_SPLIT_AVOIDANCE_AVOIDANCE
ca090028 280009ca = FX_VIRUSCAST_SPLIT_PROXYCODER_PROXYCODER_END
cb090028 280009cb = FX_VIRUSCAST_SPLIT_PROXYCODER_PROXYCODER_MIDDLE
cc090028 280009cc = FX_VIRUSCAST_SPLIT_PROXYCODER_PROXYCODER_START
cd090028 280009cd = FX_VIRUSCAST_SPLIT_PROXYCODER_PROXYCODER
d1090028 280009d1 = FX_VIRUSCAST_SPLIT_FIND_WEAKNESS_FIND_WEAKNESS_END
d2090028 280009d2 = FX_VIRUSCAST_SPLIT_FIND_WEAKNESS_FIND_WEAKNESS_MIDDLE
d3090028 280009d3 = FX_VIRUSCAST_SPLIT_FIND_WEAKNESS_FIND_WEAKNESS_START
d4090028 280009d4 = FX_VIRUSCAST_SPLIT_FIND_WEAKNESS_FIND_WEAKNESS
d5090028 280009d5 = FX_CHARACTER_HYPERSTRENGTH_RIGHTHAND
d6090028 280009d6 = FX_CHARACTER_HYPERSTRENGTH_LEFTHAND
d9090028 280009d9 = FX_CHARACTER_TELEPORT
da090028 280009da = FX_CHARACTER_TELEPORT_COMPONENT2
de090028 280009de = FX_VIRUSCAST_SPLIT_CRASH_CRASH_END
df090028 280009df = FX_VIRUSCAST_SPLIT_CRASH_CRASH_MIDDLE
e0090028 280009e0 = FX_VIRUSCAST_SPLIT_CRASH_CRASH_START
e1090028 280009e1 = FX_VIRUSCAST_SPLIT_CRASH_CRASH
e2090028 280009e2 = FX_VIRUSCAST_SPLIT_EMERGENCY_REPAIRS_EMERGENCYREPAIRS1_END
e3090028 280009e3 = FX_VIRUSCAST_SPLIT_EMERGENCY_REPAIRS_EMERGENCYREPAIRS1_MIDDLE
e4090028 280009e4 = FX_VIRUSCAST_SPLIT_EMERGENCY_REPAIRS_EMERGENCYREPAIRS1_START
e5090028 280009e5 = FX_VIRUSCAST_SPLIT_EMERGENCY_REPAIRS_EMERGENCYREPAIRS1
e6090028 280009e6 = FX_VIRUSCAST_SPLIT_EMERGENCY_REPAIRS_EMERGENCYREPAIRS2_END
e7090028 280009e7 = FX_VIRUSCAST_SPLIT_EMERGENCY_REPAIRS_EMERGENCYREPAIRS2_MIDDLE
e8090028 280009e8 = FX_VIRUSCAST_SPLIT_EMERGENCY_REPAIRS_EMERGENCYREPAIRS2_START
e9090028 280009e9 = FX_VIRUSCAST_SPLIT_EMERGENCY_REPAIRS_EMERGENCYREPAIRS2
fb090028 280009fb = FX_VIRUSCAST_SPLIT_DAEMONBOOST_DAEMONBOOST1_AURA
fc090028 280009fc = FX_VIRUSCAST_SPLIT_DAEMONBOOST_DAEMONBOOST2_AURA
000a0028 28000a00 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE2
010a0028 28000a01 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE3
020a0028 28000a02 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE4
030a0028 28000a03 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE3_END
040a0028 28000a04 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE2_END
050a0028 28000a05 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE4_END
060a0028 28000a06 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE2_MIDDLE
070a0028 28000a07 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE3_MIDDLE
080a0028 28000a08 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE4_MIDDLE
090a0028 28000a09 = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE2_START
0b0a0028 28000a0b = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE3_START
0c0a0028 28000a0c = FX_VIRUSCAST_SPLIT_LOGIC_BARRAGE_LOGICBARRAGE4_START
0d0a0028 28000a0d = FX_VIRUSCAST_SPLIT_CODE_NUKE_CODENUKE2
0e0a0028 28000a0e = FX_VIRUSCAST_SPLIT_CODE_NUKE_CODENUKE2_END
0f0a0028 28000a0f = FX_VIRUSCAST_SPLIT_CODE_NUKE_CODENUKE2_MIDDLE
100a0028 28000a10 = FX_VIRUSCAST_SPLIT_CODE_NUKE_CODENUKE2_START
110a0028 28000a11 = FX_VIRUSCAST_SPLIT_CODE_NUKE_CODENUKE3
120a0028 28000a12 = FX_VIRUSCAST_SPLIT_CODE_NUKE_CODENUKE3_END
130a0028 28000a13 = FX_VIRUSCAST_SPLIT_CODE_NUKE_CODENUKE3_MIDDLE
140a0028 28000a14 = FX_VIRUSCAST_SPLIT_CODE_NUKE_CODENUKE3_START
150a0028 28000a15 = FX_VIRUSCAST_SPLIT_STATICBARRAGE_STATICBARRAGE1
160a0028 28000a16 = FX_VIRUSCAST_SPLIT_STATICBARRAGE_STATICBARRAGE1_END
170a0028 28000a17 = FX_VIRUSCAST_SPLIT_STATICBARRAGE_STATICBARRAGE1_MIDDLE
180a0028 28000a18 = FX_VIRUSCAST_SPLIT_STATICBARRAGE_STATICBARRAGE1_START
190a0028 28000a19 = FX_VIRUSCAST_SPLIT_STATICBARRAGE_STATICBARRAGE2
1a0a0028 28000a1a = FX_VIRUSCAST_SPLIT_STATICBARRAGE_STATICBARRAGE2_END
1b0a0028 28000a1b = FX_VIRUSCAST_SPLIT_STATICBARRAGE_STATICBARRAGE2_MIDDLE
1c0a0028 28000a1c = FX_VIRUSCAST_SPLIT_STATICBARRAGE_STATICBARRAGE2_START
1d0a0028 28000a1d = FX_EVADE_SHIELD_EVADE_CAST
220a0028 28000a22 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI1
230a0028 28000a23 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI1_END
240a0028 28000a24 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI1_MIDDLE
250a0028 28000a25 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI1_START
260a0028 28000a26 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI2
270a0028 28000a27 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI2_END
280a0028 28000a28 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI2_MIDDLE
290a0028 28000a29 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI2_START
2a0a0028 28000a2a = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI3
2b0a0028 28000a2b = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI3_END
2c0a0028 28000a2c = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI3_MIDDLE
2d0a0028 28000a2d = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI3_START
2e0a0028 28000a2e = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI4
2f0a0028 28000a2f = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI4_END
300a0028 28000a30 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI4_MIDDLE
310a0028 28000a31 = FX_VIRUSCAST_SPLIT_REPAIR_RSI_REPAIR_RSI4_START
320a0028 28000a32 = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP1
330a0028 28000a33 = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP1_END
340a0028 28000a34 = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP1_MIDDLE
350a0028 28000a35 = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP1_START
360a0028 28000a36 = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP2
370a0028 28000a37 = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP2_END
380a0028 28000a38 = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP2_MIDDLE
390a0028 28000a39 = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP2_START
3a0a0028 28000a3a = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP3
3b0a0028 28000a3b = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP3_END
3c0a0028 28000a3c = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP3_MIDDLE
3d0a0028 28000a3d = FX_VIRUSCAST_SPLIT_RESTORE_GROUP_RESTORE_GROUP3_START
460a0028 28000a46 = FX_CHARACTER_SHADOW_OBJECT_LOOP
470a0028 28000a47 = FX_CHARACTER_SHADOW_OBJECT_RAMP_UP
480a0028 28000a48 = FX_CHARACTER_SHADOW_OBJECT_RAMP_DOWN
720a0028 28000a72 = FX_VIRUSCAST_SPLIT_BALANCE_BALANCE
730a0028 28000a73 = FX_VIRUSCAST_SPLIT_BALANCE_BALANCE_END
750a0028 28000a75 = FX_VIRUSCAST_SPLIT_BALANCE_BALANCE_MIDDLE
770a0028 28000a77 = FX_VIRUSCAST_SPLIT_BALANCE_BALANCE_START
780a0028 28000a78 = FX_CHARACTER_PURITY
19314612 12463119 = FX_CHARACTER_HYPERSPRINT_REV1
5e314612 1246315e = FX_COMBAT_REV9_COMPONENTS_PRECISE_POWER_LEFTARM
5f314612 1246315f = FX_COMBAT_REV9_COMPONENTS_PRECISE_POWER_RIGHTARM
64314612 12463164 = FX_COMBAT_REV9_COMPONENTS_PRECISE_SPEED_LEFTARM
65314612 12463165 = FX_COMBAT_REV9_COMPONENTS_PRECISE_SPEED_RIGHTARM
66314612 12463166 = FX_COMBAT_REV9_COMPONENTS_PRECISE_POWER_LEFTLEG
67314612 12463167 = FX_COMBAT_REV9_COMPONENTS_PRECISE_POWER_RIGHTLEG
68314612 12463168 = FX_COMBAT_REV9_COMPONENTS_PRECISE_SPEED_LEFTLEG
69314612 12463169 = FX_COMBAT_REV9_COMPONENTS_PRECISE_SPEED_RIGHTLEG
6e314612 1246316e = FX_COMBAT_REV9_COMPONENTS_POWERSHOT_LEFTLEG
6f314612 1246316f = FX_COMBAT_REV9_COMPONENTS_POWERSHOT_RIGHTLEG
70314612 12463170 = FX_COMBAT_REV9_COMPONENTS_POWERSHOT_LEFTFOOT
71314612 12463171 = FX_COMBAT_REV9_COMPONENTS_POWERSHOT_RIGHTFOOT
